canonical_key,brand,product_line,shade_code,shade_name,level,normalized_tones,color_type,sub_range,mixing_ratio,discontinued_status,gray_coverage_claim,metadata_json
Redken::Shades EQ Gloss::US,Redken,Shades EQ Gloss,06CR,Sunset,6.0,Copper|Red,demi,,"1:1 (equal parts color : developer), as printed on the official US 2022 chart and the salon-services UK chart",Active - line listed on redkenpro.com and on the official shade-chart hub as of June 2026.,,"{""manufacturer_tone_codes"": [""CR""], ""manufacturer_tone_descriptions"": [], ""developer_options"": [""Shades EQ Gloss Processing Solution (official US 2022 chart: 'Use only with Shades EQ Gloss Processing Solution or Processing Solution for Precision Application')"", ""Shades EQ Processing Solution for Precision Application (official US 2022 chart)"", ""Gloss to Gel Processing Solution / Gloss to Gel Developer - transforms Shades EQ into a gel texture for precision application (salon-services UK chart)""], ""source_url"": ""https://www.redkenpro.com/-/media/project/loreal/brand-sites/redken/americas/us_us/shade-chart-pdfs/redken-2022-shades-eq-bonder-inside-reanimation-wave-1-mini-shade-chart-na.pdf"", ""source_confidence"": ""high"", ""evidence_status"": ""confirmed"", ""assumptions"": [""mixing_ratio inherited from line-level default (Stage 5 record)"", ""developer_options inherited from line-level record (Stage 5)""], ""data_gaps"": [""Manufacturer tone family description for code 'CR' not printed in any fetched source.""]}"
Redken::Shades EQ Gloss::US,Redken,Shades EQ Gloss,06R,Rocket Fire,6.0,Red,demi,,"1:1 (equal parts color : developer), as printed on the official US 2022 chart and the salon-services UK chart",Active - line listed on redkenpro.com and on the official shade-chart hub as of June 2026.,,"{""manufacturer_tone_codes"": [""R""], ""manufacturer_tone_descriptions"": [""Red""], ""developer_options"": [""Shades EQ Gloss Processing Solution (official US 2022 chart: 'Use only with Shades EQ Gloss Processing Solution or Processing Solution for Precision Application')"", ""Shades EQ Processing Solution for Precision Application (official US 2022 chart)"", ""Gloss to Gel Processing Solution / Gloss to Gel Developer - transforms Shades EQ into a gel texture for precision application (salon-services UK chart)""], ""source_url"": ""https://www.redkenpro.com/-/media/project/loreal/brand-sites/redken/americas/us_us/shade-chart-pdfs/redken-2022-shades-eq-bonder-inside-reanimation-wave-1-mini-shade-chart-na.pdf"", ""source_confidence"": ""high"", ""evidence_status"": ""confirmed"", ""assumptions"": [""Tone family description ('Red') taken from the tone-family legend printed on the official Redken Australia Shades EQ mini chart (2013); the shade itself was verified on the official US 2022 mini shade chart."", ""mixing_ratio inherited from line-level default (Stage 5 record)"", ""developer_options inherited from line-level record (Stage 5)""], ""data_gaps"": []}"
Redken::Shades EQ Gloss::US,Redken,Shades EQ Gloss,06RR,Blaze,6.0,Red,demi,,"1:1 (equal parts color : developer), as printed on the official US 2022 chart and the salon-services UK chart",Active - line listed on redkenpro.com and on the official shade-chart hub as of June 2026.,,"{""manufacturer_tone_codes"": [""RR""], ""manufacturer_tone_descriptions"": [], ""developer_options"": [""Shades EQ Gloss Processing Solution (official US 2022 chart: 'Use only with Shades EQ Gloss Processing Solution or Processing Solution for Precision Application')"", ""Shades EQ Processing Solution for Precision Application (official US 2022 chart)"", ""Gloss to Gel Processing Solution / Gloss to Gel Developer - transforms Shades EQ into a gel texture for precision application (salon-services UK chart)""], ""source_url"": ""https://www.redkenpro.com/-/media/project/loreal/brand-sites/redken/americas/us_us/shade-chart-pdfs/redken-2022-shades-eq-bonder-inside-reanimation-wave-1-mini-shade-chart-na.pdf"", ""source_confidence"": ""high"", ""evidence_status"": ""confirmed"", ""assumptions"": [""mixing_ratio inherited from line-level default (Stage 5 record)"", ""developer_options inherited from line-level record (Stage 5)""], ""data_gaps"": [""Manufacturer tone family description for code 'RR' not printed in any fetched source.""]}"
Redken::Shades EQ Gloss::US,Redken,Shades EQ Gloss,06VRo,Mauve Rose,6.0,Violet|Other,demi,,"1:1 (equal parts color : developer), as printed on the official US 2022 chart and the salon-services UK chart",Active - line listed on redkenpro.com and on the official shade-chart hub as of June 2026.,,"{""manufacturer_tone_codes"": [""VRo""], ""manufacturer_tone_descriptions"": [], ""developer_options"": [""Shades EQ Gloss Processing Solution (official US 2022 chart: 'Use only with Shades EQ Gloss Processing Solution or Processing Solution for Precision Application')"", ""Shades EQ Processing Solution for Precision Application (official US 2022 chart)"", ""Gloss to Gel Processing Solution / Gloss to Gel Developer - transforms Shades EQ into a gel texture for precision application (salon-services UK chart)""], ""source_url"": ""https://www.redkenpro.com/-/media/project/loreal/brand-sites/redken/americas/us_us/shade-chart-pdfs/redken-2022-shades-eq-bonder-inside-reanimation-wave-1-mini-shade-chart-na.pdf"", ""source_confidence"": ""high"", ""evidence_status"": ""confirmed"", ""assumptions"": [""mixing_ratio inherited from line-level default (Stage 5 record)"", ""developer_options inherited from line-level record (Stage 5)""], ""data_gaps"": [""Manufacturer tone family description for code 'VRo' not printed in any fetched source.""]}"
Redken::Shades EQ Gloss::US,Redken,Shades EQ Gloss,05NA,Smoke,5.0,Natural|Ash,demi,,"1:1 (equal parts color : developer), as printed on the official US 2022 chart and the salon-services UK chart",Active - line listed on redkenpro.com and on the official shade-chart hub as of June 2026.,,"{""manufacturer_tone_codes"": [""NA""], ""manufacturer_tone_descriptions"": [], ""developer_options"": [""Shades EQ Gloss Processing Solution (official US 2022 chart: 'Use only with Shades EQ Gloss Processing Solution or Processing Solution for Precision Application')"", ""Shades EQ Processing Solution for Precision Application (official US 2022 chart)"", ""Gloss to Gel Processing Solution / Gloss to Gel Developer - transforms Shades EQ into a gel texture for precision application (salon-services UK chart)""], ""source_url"": ""https://www.redkenpro.com/-/media/project/loreal/brand-sites/redken/americas/us_us/shade-chart-pdfs/redken-2022-shades-eq-bonder-inside-reanimation-wave-1-mini-shade-chart-na.pdf"", ""source_confidence"": ""high"", ""evidence_status"": ""confirmed"", ""assumptions"": [""mixing_ratio inherited from line-level default (Stage 5 record)"", ""developer_options inherited from line-level record (Stage 5)""], ""data_gaps"": [""Manufacturer tone family description for code 'NA' not printed in any fetched source.""]}"
Redken::Shades EQ Gloss::US,Redken,Shades EQ Gloss,05N,Walnut,5.0,Natural,demi,,"1:1 (equal parts color : developer), as printed on the official US 2022 chart and the salon-services UK chart",Active - line listed on redkenpro.com and on the official shade-chart hub as of June 2026.,,"{""manufacturer_tone_codes"": [""N""], ""manufacturer_tone_descriptions"": [""Natural""], ""developer_options"": [""Shades EQ Gloss Processing Solution (official US 2022 chart: 'Use only with Shades EQ Gloss Processing Solution or Processing Solution for Precision Application')"", ""Shades EQ Processing Solution for Precision Application (official US 2022 chart)"", ""Gloss to Gel Processing Solution / Gloss to Gel Developer - transforms Shades EQ into a gel texture for precision application (salon-services UK chart)""], ""source_url"": ""https://www.redkenpro.com/-/media/project/loreal/brand-sites/redken/americas/us_us/shade-chart-pdfs/redken-2022-shades-eq-bonder-inside-reanimation-wave-1-mini-shade-chart-na.pdf"", ""source_confidence"": ""high"", ""evidence_status"": ""confirmed"", ""assumptions"": [""Tone family description ('Natural') taken from the tone-family legend printed on the official Redken Australia Shades EQ mini chart (2013); the shade itself was verified on the official US 2022 mini shade chart."", ""mixing_ratio inherited from line-level default (Stage 5 record)"", ""developer_options inherited from line-level record (Stage 5)""], ""data_gaps"": []}"
Redken::Shades EQ Gloss::US,Redken,Shades EQ Gloss,05NW,Macchiato,5.0,Natural|Warm,demi,,"1:1 (equal parts color : developer), as printed on the official US 2022 chart and the salon-services UK chart",Active - line listed on redkenpro.com and on the official shade-chart hub as of June 2026.,,"{""manufacturer_tone_codes"": [""NW""], ""manufacturer_tone_descriptions"": [], ""developer_options"": [""Shades EQ Gloss Processing Solution (official US 2022 chart: 'Use only with Shades EQ Gloss Processing Solution or Processing Solution for Precision Application')"", ""Shades EQ Processing Solution for Precision Application (official US 2022 chart)"", ""Gloss to Gel Processing Solution / Gloss to Gel Developer - transforms Shades EQ into a gel texture for precision application (salon-services UK chart)""], ""source_url"": ""https://www.redkenpro.com/-/media/project/loreal/brand-sites/redken/americas/us_us/shade-chart-pdfs/redken-2022-shades-eq-bonder-inside-reanimation-wave-1-mini-shade-chart-na.pdf"", ""source_confidence"": ""high"", ""evidence_status"": ""confirmed"", ""assumptions"": [""mixing_ratio inherited from line-level default (Stage 5 record)"", ""developer_options inherited from line-level record (Stage 5)""], ""data_gaps"": [""Manufacturer tone family description for code 'NW' not printed in any fetched source.""]}"
Redken::Shades EQ Gloss::US,Redken,Shades EQ Gloss,05G,Caramel,5.0,Gold,demi,,"1:1 (equal parts color : developer), as printed on the official US 2022 chart and the salon-services UK chart",Active - line listed on redkenpro.com and on the official shade-chart hub as of June 2026.,,"{""manufacturer_tone_codes"": [""G""], ""manufacturer_tone_descriptions"": [""Gold""], ""developer_options"": [""Shades EQ Gloss Processing Solution (official US 2022 chart: 'Use only with Shades EQ Gloss Processing Solution or Processing Solution for Precision Application')"", ""Shades EQ Processing Solution for Precision Application (official US 2022 chart)"", ""Gloss to Gel Processing Solution / Gloss to Gel Developer - transforms Shades EQ into a gel texture for precision application (salon-services UK chart)""], ""source_url"": ""https://www.redkenpro.com/-/media/project/loreal/brand-sites/redken/americas/us_us/shade-chart-pdfs/redken-2022-shades-eq-bonder-inside-reanimation-wave-1-mini-shade-chart-na.pdf"", ""source_confidence"": ""high"", ""evidence_status"": ""confirmed"", ""assumptions"": [""Tone family description ('Gold') taken from the tone-family legend printed on the official Redken Australia Shades EQ mini chart (2013); the shade itself was verified on the official US 2022 mini shade chart."", ""mixing_ratio inherited from line-level default (Stage 5 record)"", ""developer_options inherited from line-level record (Stage 5)""], ""data_gaps"": []}"
Redken::Shades EQ Gloss::US,Redken,Shades EQ Gloss,05C,Chili,5.0,Copper,demi,,"1:1 (equal parts color : developer), as printed on the official US 2022 chart and the salon-services UK chart",Active - line listed on redkenpro.com and on the official shade-chart hub as of June 2026.,,"{""manufacturer_tone_codes"": [""C""], ""manufacturer_tone_descriptions"": [""Copper""], ""developer_options"": [""Shades EQ Gloss Processing Solution (official US 2022 chart: 'Use only with Shades EQ Gloss Processing Solution or Processing Solution for Precision Application')"", ""Shades EQ Processing Solution for Precision Application (official US 2022 chart)"", ""Gloss to Gel Processing Solution / Gloss to Gel Developer - transforms Shades EQ into a gel texture for precision application (salon-services UK chart)""], ""source_url"": ""https://www.redkenpro.com/-/media/project/loreal/brand-sites/redken/americas/us_us/shade-chart-pdfs/redken-2022-shades-eq-bonder-inside-reanimation-wave-1-mini-shade-chart-na.pdf"", ""source_confidence"": ""high"", ""evidence_status"": ""confirmed"", ""assumptions"": [""Tone family description ('Copper') taken from the tone-family legend printed on the official Redken Australia Shades EQ mini chart (2013); the shade itself was verified on the official US 2022 mini shade chart."", ""mixing_ratio inherited from line-level default (Stage 5 record)"", ""developer_options inherited from line-level record (Stage 5)""], ""data_gaps"": []}"
Redken::Shades EQ Gloss::US,Redken,Shades EQ Gloss,05CB,Brownstone,5.0,Copper|Brown|Warm,demi,,"1:1 (equal parts color : developer), as printed on the official US 2022 chart and the salon-services UK chart",Active - line listed on redkenpro.com and on the official shade-chart hub as of June 2026.,,"{""manufacturer_tone_codes"": [""CB""], ""manufacturer_tone_descriptions"": [""Copper Brown""], ""developer_options"": [""Shades EQ Gloss Processing Solution (official US 2022 chart: 'Use only with Shades EQ Gloss Processing Solution or Processing Solution for Precision Application')"", ""Shades EQ Processing Solution for Precision Application (official US 2022 chart)"", ""Gloss to Gel Processing Solution / Gloss to Gel Developer - transforms Shades EQ into a gel texture for precision application (salon-services UK chart)""], ""source_url"": ""https://www.redkenpro.com/-/media/project/loreal/brand-sites/redken/americas/us_us/shade-chart-pdfs/redken-2022-shades-eq-bonder-inside-reanimation-wave-1-mini-shade-chart-na.pdf"", ""source_confidence"": ""high"", ""evidence_status"": ""confirmed"", ""assumptions"": [""Tone family description ('Copper Brown') taken from the tone-family legend printed on the official Redken Australia Shades EQ mini chart (2013); the shade itself was verified on the official US 2022 mini shade chart."", ""mixing_ratio inherited from line-level default (Stage 5 record)"", ""developer_options inherited from line-level record (Stage 5)""], ""data_gaps"": []}"
Redken::Shades EQ Gloss::US,Redken,Shades EQ Gloss,05RB,Manzanita,5.0,Red|Brown,demi,,"1:1 (equal parts color : developer), as printed on the official US 2022 chart and the salon-services UK chart",Active - line listed on redkenpro.com and on the official shade-chart hub as of June 2026.,,"{""manufacturer_tone_codes"": [""RB""], ""manufacturer_tone_descriptions"": [""Red Brown""], ""developer_options"": [""Shades EQ Gloss Processing Solution (official US 2022 chart: 'Use only with Shades EQ Gloss Processing Solution or Processing Solution for Precision Application')"", ""Shades EQ Processing Solution for Precision Application (official US 2022 chart)"", ""Gloss to Gel Processing Solution / Gloss to Gel Developer - transforms Shades EQ into a gel texture for precision application (salon-services UK chart)""], ""source_url"": ""https://www.redkenpro.com/-/media/project/loreal/brand-sites/redken/americas/us_us/shade-chart-pdfs/redken-2022-shades-eq-bonder-inside-reanimation-wave-1-mini-shade-chart-na.pdf"", ""source_confidence"": ""high"", ""evidence_status"": ""confirmed"", ""assumptions"": [""Tone family description ('Red Brown') taken from the tone-family legend printed on the official Redken Australia Shades EQ mini chart (2013); the shade itself was verified on the official US 2022 mini shade chart."", ""mixing_ratio inherited from line-level default (Stage 5 record)"", ""developer_options inherited from line-level record (Stage 5)""], ""data_gaps"": []}"
Redken::Shades EQ Gloss::US,Redken,Shades EQ Gloss,05CC,Electric Shock,5.0,Copper,demi,,"1:1 (equal parts color : developer), as printed on the official US 2022 chart and the salon-services UK chart",Active - line listed on redkenpro.com and on the official shade-chart hub as of June 2026.,,"{""manufacturer_tone_codes"": [""CC""], ""manufacturer_tone_descriptions"": [""Copper Copper""], ""developer_options"": [""Shades EQ Gloss Processing Solution (official US 2022 chart: 'Use only with Shades EQ Gloss Processing Solution or Processing Solution for Precision Application')"", ""Shades EQ Processing Solution for Precision Application (official US 2022 chart)"", ""Gloss to Gel Processing Solution / Gloss to Gel Developer - transforms Shades EQ into a gel texture for precision application (salon-services UK chart)""], ""source_url"": ""https://www.redkenpro.com/-/media/project/loreal/brand-sites/redken/americas/us_us/shade-chart-pdfs/redken-2022-shades-eq-bonder-inside-reanimation-wave-1-mini-shade-chart-na.pdf"", ""source_confidence"": ""high"", ""evidence_status"": ""confirmed"", ""assumptions"": [""Tone family description ('Copper Copper') taken from the tone-family legend printed on the official Redken Australia Shades EQ mini chart (2013); the shade itself was verified on the official US 2022 mini shade chart."", ""mixing_ratio inherited from line-level default (Stage 5 record)"", ""developer_options inherited from line-level record (Stage 5)""], ""data_gaps"": []}"
Redken::Shades EQ Gloss::US,Redken,Shades EQ Gloss,05RV,Sangria,5.0,Red|Violet,demi,,"1:1 (equal parts color : developer), as printed on the official US 2022 chart and the salon-services UK chart",Active - line listed on redkenpro.com and on the official shade-chart hub as of June 2026.,,"{""manufacturer_tone_codes"": [""RV""], ""manufacturer_tone_descriptions"": [""Red Violet""], ""developer_options"": [""Shades EQ Gloss Processing Solution (official US 2022 chart: 'Use only with Shades EQ Gloss Processing Solution or Processing Solution for Precision Application')"", ""Shades EQ Processing Solution for Precision Application (official US 2022 chart)"", ""Gloss to Gel Processing Solution / Gloss to Gel Developer - transforms Shades EQ into a gel texture for precision application (salon-services UK chart)""], ""source_url"": ""https://www.redkenpro.com/-/media/project/loreal/brand-sites/redken/americas/us_us/shade-chart-pdfs/redken-2022-shades-eq-bonder-inside-reanimation-wave-1-mini-shade-chart-na.pdf"", ""source_confidence"": ""high"", ""evidence_status"": ""confirmed"", ""assumptions"": [""Tone family description ('Red Violet') taken from the tone-family legend printed on the official Redken Australia Shades EQ mini chart (2013); the shade itself was verified on the official US 2022 mini shade chart."", ""mixing_ratio inherited from line-level default (Stage 5 record)"", ""developer_options inherited from line-level record (Stage 5)""], ""data_gaps"": []}"
Redken::Shades EQ Gloss::US,Redken,Shades EQ Gloss,05V,Cosmic Violet,5.0,Violet,demi,,"1:1 (equal parts color : developer), as printed on the official US 2022 chart and the salon-services UK chart",Active - line listed on redkenpro.com and on the official shade-chart hub as of June 2026.,,"{""manufacturer_tone_codes"": [""V""], ""manufacturer_tone_descriptions"": [""Violet""], ""developer_options"": [""Shades EQ Gloss Processing Solution (official US 2022 chart: 'Use only with Shades EQ Gloss Processing Solution or Processing Solution for Precision Application')"", ""Shades EQ Processing Solution for Precision Application (official US 2022 chart)"", ""Gloss to Gel Processing Solution / Gloss to Gel Developer - transforms Shades EQ into a gel texture for precision application (salon-services UK chart)""], ""source_url"": ""https://www.redkenpro.com/-/media/project/loreal/brand-sites/redken/americas/us_us/shade-chart-pdfs/redken-2022-shades-eq-bonder-inside-reanimation-wave-1-mini-shade-chart-na.pdf"", ""source_confidence"": ""high"", ""evidence_status"": ""confirmed"", ""assumptions"": [""Tone family description ('Violet') taken from the tone-family legend printed on the official Redken Australia Shades EQ mini chart (2013); the shade itself was verified on the official US 2022 mini shade chart."", ""mixing_ratio inherited from line-level default (Stage 5 record)"", ""developer_options inherited from line-level record (Stage 5)""], ""data_gaps"": []}"
Redken::Shades EQ Gloss::US,Redken,Shades EQ Gloss,04ABn,Dark Roast,4.0,Ash|Brown,demi,,"1:1 (equal parts color : developer), as printed on the official US 2022 chart and the salon-services UK chart",Active - line listed on redkenpro.com and on the official shade-chart hub as of June 2026.,,"{""manufacturer_tone_codes"": [""ABn""], ""manufacturer_tone_descriptions"": [], ""developer_options"": [""Shades EQ Gloss Processing Solution (official US 2022 chart: 'Use only with Shades EQ Gloss Processing Solution or Processing Solution for Precision Application')"", ""Shades EQ Processing Solution for Precision Application (official US 2022 chart)"", ""Gloss to Gel Processing Solution / Gloss to Gel Developer - transforms Shades EQ into a gel texture for precision application (salon-services UK chart)""], ""source_url"": ""https://www.redkenpro.com/-/media/project/loreal/brand-sites/redken/americas/us_us/shade-chart-pdfs/redken-2022-shades-eq-bonder-inside-reanimation-wave-1-mini-shade-chart-na.pdf"", ""source_confidence"": ""high"", ""evidence_status"": ""confirmed"", ""assumptions"": [""mixing_ratio inherited from line-level default (Stage 5 record)"", ""developer_options inherited from line-level record (Stage 5)""], ""data_gaps"": [""Manufacturer tone family description for code 'ABn' not printed in any fetched source.""]}"
Redken::Shades EQ Gloss::US,Redken,Shades EQ Gloss,04NA,Storm Cloud,4.0,Natural|Ash,demi,,"1:1 (equal parts color : developer), as printed on the official US 2022 chart and the salon-services UK chart",Active - line listed on redkenpro.com and on the official shade-chart hub as of June 2026.,,"{""manufacturer_tone_codes"": [""NA""], ""manufacturer_tone_descriptions"": [], ""developer_options"": [""Shades EQ Gloss Processing Solution (official US 2022 chart: 'Use only with Shades EQ Gloss Processing Solution or Processing Solution for Precision Application')"", ""Shades EQ Processing Solution for Precision Application (official US 2022 chart)"", ""Gloss to Gel Processing Solution / Gloss to Gel Developer - transforms Shades EQ into a gel texture for precision application (salon-services UK chart)""], ""source_url"": ""https://www.redkenpro.com/-/media/project/loreal/brand-sites/redken/americas/us_us/shade-chart-pdfs/redken-2022-shades-eq-bonder-inside-reanimation-wave-1-mini-shade-chart-na.pdf"", ""source_confidence"": ""high"", ""evidence_status"": ""confirmed"", ""assumptions"": [""mixing_ratio inherited from line-level default (Stage 5 record)"", ""developer_options inherited from line-level record (Stage 5)""], ""data_gaps"": [""Manufacturer tone family description for code 'NA' not printed in any fetched source.""]}"
Redken::Shades EQ Gloss::US,Redken,Shades EQ Gloss,04M,Smoked Cedar,4.0,Mocha,demi,,"1:1 (equal parts color : developer), as printed on the official US 2022 chart and the salon-services UK chart",Active - line listed on redkenpro.com and on the official shade-chart hub as of June 2026.,,"{""manufacturer_tone_codes"": [""M""], ""manufacturer_tone_descriptions"": [], ""developer_options"": [""Shades EQ Gloss Processing Solution (official US 2022 chart: 'Use only with Shades EQ Gloss Processing Solution or Processing Solution for Precision Application')"", ""Shades EQ Processing Solution for Precision Application (official US 2022 chart)"", ""Gloss to Gel Processing Solution / Gloss to Gel Developer - transforms Shades EQ into a gel texture for precision application (salon-services UK chart)""], ""source_url"": ""https://www.redkenpro.com/-/media/project/loreal/brand-sites/redken/americas/us_us/shade-chart-pdfs/redken-2022-shades-eq-bonder-inside-reanimation-wave-1-mini-shade-chart-na.pdf"", ""source_confidence"": ""high"", ""evidence_status"": ""confirmed"", ""assumptions"": [""mixing_ratio inherited from line-level default (Stage 5 record)"", ""developer_options inherited from line-level record (Stage 5)""], ""data_gaps"": [""Manufacturer tone family description for code 'M' not printed in any fetched source.""]}"
Redken::Shades EQ Gloss::US,Redken,Shades EQ Gloss,04NCh,Dark Chocolate,4.0,Natural|Brown|Warm,demi,,"1:1 (equal parts color : developer), as printed on the official US 2022 chart and the salon-services UK chart",Active - line listed on redkenpro.com and on the official shade-chart hub as of June 2026.,,"{""manufacturer_tone_codes"": [""NCh""], ""manufacturer_tone_descriptions"": [], ""developer_options"": [""Shades EQ Gloss Processing Solution (official US 2022 chart: 'Use only with Shades EQ Gloss Processing Solution or Processing Solution for Precision Application')"", ""Shades EQ Processing Solution for Precision Application (official US 2022 chart)"", ""Gloss to Gel Processing Solution / Gloss to Gel Developer - transforms Shades EQ into a gel texture for precision application (salon-services UK chart)""], ""special_usage_notes"": ""2022 US chart prints 'Bonder Inside' with this shade name."", ""source_url"": ""https://www.redkenpro.com/-/media/project/loreal/brand-sites/redken/americas/us_us/shade-chart-pdfs/redken-2022-shades-eq-bonder-inside-reanimation-wave-1-mini-shade-chart-na.pdf"", ""source_confidence"": ""high"", ""evidence_status"": ""confirmed"", ""assumptions"": [""mixing_ratio inherited from line-level default (Stage 5 record)"", ""developer_options inherited from line-level record (Stage 5)""], ""data_gaps"": [""Manufacturer tone family description for code 'NCh' not printed in any fetched source.""]}"
Redken::Shades EQ Gloss::US,Redken,Shades EQ Gloss,04N,Chicory,4.0,Natural,demi,,"1:1 (equal parts color : developer), as printed on the official US 2022 chart and the salon-services UK chart",Active - line listed on redkenpro.com and on the official shade-chart hub as of June 2026.,,"{""manufacturer_tone_codes"": [""N""], ""manufacturer_tone_descriptions"": [""Natural""], ""developer_options"": [""Shades EQ Gloss Processing Solution (official US 2022 chart: 'Use only with Shades EQ Gloss Processing Solution or Processing Solution for Precision Application')"", ""Shades EQ Processing Solution for Precision Application (official US 2022 chart)"", ""Gloss to Gel Processing Solution / Gloss to Gel Developer - transforms Shades EQ into a gel texture for precision application (salon-services UK chart)""], ""source_url"": ""https://www.redkenpro.com/-/media/project/loreal/brand-sites/redken/americas/us_us/shade-chart-pdfs/redken-2022-shades-eq-bonder-inside-reanimation-wave-1-mini-shade-chart-na.pdf"", ""source_confidence"": ""high"", ""evidence_status"": ""confirmed"", ""assumptions"": [""Tone family description ('Natural') taken from the tone-family legend printed on the official Redken Australia Shades EQ mini chart (2013); the shade itself was verified on the official US 2022 mini shade chart."", ""mixing_ratio inherited from line-level default (Stage 5 record)"", ""developer_options inherited from line-level record (Stage 5)""], ""data_gaps"": []}"
Redken::Shades EQ Gloss::US,Redken,Shades EQ Gloss,04NB,Maple,4.0,Neutral|Brown,demi,,"1:1 (equal parts color : developer), as printed on the official US 2022 chart and the salon-services UK chart",Active - line listed on redkenpro.com and on the official shade-chart hub as of June 2026.,,"{""manufacturer_tone_codes"": [""NB""], ""manufacturer_tone_descriptions"": [""Neutral Brown Blonde""], ""developer_options"": [""Shades EQ Gloss Processing Solution (official US 2022 chart: 'Use only with Shades EQ Gloss Processing Solution or Processing Solution for Precision Application')"", ""Shades EQ Processing Solution for Precision Application (official US 2022 chart)"", ""Gloss to Gel Processing Solution / Gloss to Gel Developer - transforms Shades EQ into a gel texture for precision application (salon-services UK chart)""], ""source_url"": ""https://www.redkenpro.com/-/media/project/loreal/brand-sites/redken/americas/us_us/shade-chart-pdfs/redken-2022-shades-eq-bonder-inside-reanimation-wave-1-mini-shade-chart-na.pdf"", ""source_confidence"": ""high"", ""evidence_status"": ""confirmed"", ""assumptions"": [""Tone family description ('Neutral Brown Blonde') taken from the tone-family legend printed on the official Redken Australia Shades EQ mini chart (2013); the shade itself was verified on the official US 2022 mini shade chart."", ""mixing_ratio inherited from line-level default (Stage 5 record)"", ""developer_options inherited from line-level record (Stage 5)""], ""data_gaps"": []}"
Redken::Shades EQ Gloss::US,Redken,Shades EQ Gloss,04WG,Sun Tea,4.0,Gold|Warm,demi,,"1:1 (equal parts color : developer), as printed on the official US 2022 chart and the salon-services UK chart",Active - line listed on redkenpro.com and on the official shade-chart hub as of June 2026.,,"{""manufacturer_tone_codes"": [""WG""], ""manufacturer_tone_descriptions"": [""Warm Gold""], ""developer_options"": [""Shades EQ Gloss Processing Solution (official US 2022 chart: 'Use only with Shades EQ Gloss Processing Solution or Processing Solution for Precision Application')"", ""Shades EQ Processing Solution for Precision Application (official US 2022 chart)"", ""Gloss to Gel Processing Solution / Gloss to Gel Developer - transforms Shades EQ into a gel texture for precision application (salon-services UK chart)""], ""source_url"": ""https://www.redkenpro.com/-/media/project/loreal/brand-sites/redken/americas/us_us/shade-chart-pdfs/redken-2022-shades-eq-bonder-inside-reanimation-wave-1-mini-shade-chart-na.pdf"", ""source_confidence"": ""high"", ""evidence_status"": ""confirmed"", ""assumptions"": [""Tone family description ('Warm Gold') taken from the tone-family legend printed on the official Redken Australia Shades EQ mini chart (2013); the shade itself was verified on the official US 2022 mini shade chart."", ""mixing_ratio inherited from line-level default (Stage 5 record)"", ""developer_options inherited from line-level record (Stage 5)""], ""data_gaps"": []}"
Redken::Shades EQ Gloss::US,Redken,Shades EQ Gloss,04CB,Clove,4.0,Copper|Brown|Warm,demi,,"1:1 (equal parts color : developer), as printed on the official US 2022 chart and the salon-services UK chart",Active - line listed on redkenpro.com and on the official shade-chart hub as of June 2026.,,"{""manufacturer_tone_codes"": [""CB""], ""manufacturer_tone_descriptions"": [""Copper Brown""], ""developer_options"": [""Shades EQ Gloss Processing Solution (official US 2022 chart: 'Use only with Shades EQ Gloss Processing Solution or Processing Solution for Precision Application')"", ""Shades EQ Processing Solution for Precision Application (official US 2022 chart)"", ""Gloss to Gel Processing Solution / Gloss to Gel Developer - transforms Shades EQ into a gel texture for precision application (salon-services UK chart)""], ""source_url"": ""https://www.redkenpro.com/-/media/project/loreal/brand-sites/redken/americas/us_us/shade-chart-pdfs/redken-2022-shades-eq-bonder-inside-reanimation-wave-1-mini-shade-chart-na.pdf"", ""source_confidence"": ""high"", ""evidence_status"": ""confirmed"", ""assumptions"": [""Tone family description ('Copper Brown') taken from the tone-family legend printed on the official Redken Australia Shades EQ mini chart (2013); the shade itself was verified on the official US 2022 mini shade chart."", ""mixing_ratio inherited from line-level default (Stage 5 record)"", ""developer_options inherited from line-level record (Stage 5)""], ""data_gaps"": []}"
Redken::Shades EQ Gloss::US,Redken,Shades EQ Gloss,04RV,Cabernet,4.0,Red|Violet,demi,,"1:1 (equal parts color : developer), as printed on the official US 2022 chart and the salon-services UK chart",Active - line listed on redkenpro.com and on the official shade-chart hub as of June 2026.,,"{""manufacturer_tone_codes"": [""RV""], ""manufacturer_tone_descriptions"": [""Red Violet""], ""developer_options"": [""Shades EQ Gloss Processing Solution (official US 2022 chart: 'Use only with Shades EQ Gloss Processing Solution or Processing Solution for Precision Application')"", ""Shades EQ Processing Solution for Precision Application (official US 2022 chart)"", ""Gloss to Gel Processing Solution / Gloss to Gel Developer - transforms Shades EQ into a gel texture for precision application (salon-services UK chart)""], ""source_url"": ""https://www.redkenpro.com/-/media/project/loreal/brand-sites/redken/americas/us_us/shade-chart-pdfs/redken-2022-shades-eq-bonder-inside-reanimation-wave-1-mini-shade-chart-na.pdf"", ""source_confidence"": ""high"", ""evidence_status"": ""confirmed"", ""assumptions"": [""Tone family description ('Red Violet') taken from the tone-family legend printed on the official Redken Australia Shades EQ mini chart (2013); the shade itself was verified on the official US 2022 mini shade chart."", ""mixing_ratio inherited from line-level default (Stage 5 record)"", ""developer_options inherited from line-level record (Stage 5)""], ""data_gaps"": []}"
